fee_id,payment_id,fee_amt,tax_amt
FEE000873,PAY000875,794,199
FEE000874,PAY000876,188,47
FEE000875,PAY000877,71,18
FEE000876,PAY000878,256,64
FEE000877,PAY000879,887,222
FEE000878,PAY000880,638,159
FEE000879,PAY000881,808,202
FEE000880,PAY000882,919,230
FEE000881,PAY000883,525,131
FEE000882,PAY000884,814,203
FEE000883,PAY000885,717,179
FEE000884,PAY000886,191,48
FEE000885,PAY000887,909,227
FEE000886,PAY000888,77,19
FEE000887,PAY000889,652,163
FEE000888,PAY000890,933,233
FEE000889,PAY000891,325,81
FEE000890,PAY000892,733,183
FEE000891,PAY000893,29,7
FEE000892,PAY000894,289,72
FEE000893,PAY000895,223,56
FEE000894,PAY000896,723,181
FEE000895,PAY000897,541,135
FEE000896,PAY000898,753,188
FEE000897,PAY000899,945,236
FEE000898,PAY000900,605,151
FEE000899,PAY000901,545,136
FEE000900,PAY000902,853,213
FEE000901,PAY000903,591,148
FEE000902,PAY000904,69,17
FEE000903,PAY000905,803,201
FEE000904,PAY000906,284,71
FEE000905,PAY000907,806,201
FEE000906,PAY000908,492,123
FEE000907,PAY000909,544,136
FEE000908,PAY000910,699,175
FEE000909,PAY000911,753,188
FEE000910,PAY000912,382,96
FEE000911,PAY000913,362,91
FEE000912,PAY000914,466,116
FEE000913,PAY000915,774,193
FEE000914,PAY000916,465,116
FEE000915,PAY000917,56,14
FEE000916,PAY000918,309,77
FEE000917,PAY000919,483,121
FEE000918,PAY000920,142,35
FEE000919,PAY000921,254,63
FEE000920,PAY000922,373,93
FEE000921,PAY000923,328,82
FEE000922,PAY000924,347,87
FEE000923,PAY000925,177,44
FEE000924,PAY000926,730,182
FEE000925,PAY000927,665,166
FEE000926,PAY000928,690,172
FEE000927,PAY000929,575,144
FEE000928,PAY000930,536,134
FEE000929,PAY000931,935,234
FEE000930,PAY000932,296,74
FEE000931,PAY000933,360,90
FEE000932,PAY000934,824,206
FEE000933,PAY000935,569,142
FEE000934,PAY000936,386,97
FEE000935,PAY000937,919,230
FEE000936,PAY000938,519,130
FEE000937,PAY000939,675,169
FEE000938,PAY000940,413,103
FEE000939,PAY000941,925,231
FEE000940,PAY000942,146,37
FEE000941,PAY000943,754,189
FEE000942,PAY000944,179,45
FEE000943,PAY000945,872,218
FEE000944,PAY000946,902,226
FEE000945,PAY000947,396,99
FEE000946,PAY000948,462,116
FEE000947,PAY000949,114,28
FEE000948,PAY000950,402,100
FEE000949,PAY000951,603,151
FEE000950,PAY000952,261,65
FEE000951,PAY000953,938,235
FEE000952,PAY000954,145,36
FEE000953,PAY000955,540,135
FEE000954,PAY000956,224,56
FEE000955,PAY000957,392,98
FEE000956,PAY000958,244,61
FEE000957,PAY000959,729,182
FEE000958,PAY000960,934,234
FEE000959,PAY000961,853,213
FEE000960,PAY000962,651,163
FEE000961,PAY000963,560,140
FEE000962,PAY000964,199,50
FEE000963,PAY000965,665,166
FEE000964,PAY000966,281,70
FEE000965,PAY000967,281,70
FEE000966,PAY000968,739,185
FEE000967,PAY000969,234,58
FEE000968,PAY000970,309,77
FEE000969,PAY000971,824,206
FEE000970,PAY000972,717,179
FEE000971,PAY000973,259,65
FEE000972,PAY000974,377,94
FEE000973,PAY000975,219,55
FEE000974,PAY000976,184,46
FEE000975,PAY000977,39,10
FEE000976,PAY000978,673,168
FEE000977,PAY000979,211,53
FEE000978,PAY000980,348,87
FEE000979,PAY000981,957,239
FEE000980,PAY000982,143,36
FEE000981,PAY000983,429,107
FEE000982,PAY000984,740,185
FEE000983,PAY000985,280,70
FEE000984,PAY000986,329,82
FEE000985,PAY000987,382,95
FEE000986,PAY000988,210,53
FEE000987,PAY000989,223,56
FEE000988,PAY000990,140,35
FEE000989,PAY000991,865,216
FEE000990,PAY000992,752,188
FEE000991,PAY000993,48,12
FEE000992,PAY000994,72,18
FEE000993,PAY000995,662,166
FEE000994,PAY000996,634,158
FEE000995,PAY000997,223,56
FEE000996,PAY000998,856,214
FEE000997,PAY000999,497,124
FEE000998,PAY001000,883,221
FEE000999,PAY001001,672,168
FEE001000,PAY001002,860,215
FEE001001,PAY001003,190,48
FEE001002,PAY001004,149,37
FEE001003,PAY001005,939,235
FEE001004,PAY001006,113,28
FEE001005,PAY001007,125,31
FEE001006,PAY001008,565,141
FEE001007,PAY001009,112,28
FEE001008,PAY001010,147,37
FEE001009,PAY001011,710,177
FEE001010,PAY001012,752,188
FEE001011,PAY001013,941,235
FEE001012,PAY001014,741,185
FEE001013,PAY001015,806,202
FEE001014,PAY001016,446,111
FEE001015,PAY001017,444,111
FEE001016,PAY001018,741,185
FEE001017,PAY001019,607,152
FEE001018,PAY001020,801,200
FEE001019,PAY001021,311,78
FEE001020,PAY001022,690,173
FEE001021,PAY001023,623,156
FEE001022,PAY001024,783,196
FEE001023,PAY001025,766,191
FEE001024,PAY001026,247,62
FEE001025,PAY001027,414,103
FEE001026,PAY001028,93,23
FEE001027,PAY001029,589,147
FEE001028,PAY001030,809,202
FEE001029,PAY001031,707,177
FEE001030,PAY001032,935,234
FEE001031,PAY001033,800,200
FEE001032,PAY001034,537,134
FEE001033,PAY001035,85,21
FEE001034,PAY001036,589,147
FEE001035,PAY001037,280,70
FEE001036,PAY001038,707,177
FEE001037,PAY001039,775,194
FEE001038,PAY001040,270,67
FEE001039,PAY001041,242,60
FEE001040,PAY001042,597,149
FEE001041,PAY001043,132,33
FEE001042,PAY001044,397,99
FEE001043,PAY001045,50,12
FEE001044,PAY001046,706,176
FEE001045,PAY001047,205,51
FEE001046,PAY001048,890,222
FEE001047,PAY001049,283,71
FEE001048,PAY001050,878,220
FEE001049,PAY001051,889,222
FEE001050,PAY001052,45,11
FEE001051,PAY001053,687,172
FEE001052,PAY001054,803,201
FEE001053,PAY001055,620,155
FEE001054,PAY001056,714,178
FEE001055,PAY001057,44,11
FEE001056,PAY001058,330,82
FEE001057,PAY001059,840,210
FEE001058,PAY001060,468,117
FEE001059,PAY001061,521,130
FEE001060,PAY001062,771,193
FEE001061,PAY001063,193,48
FEE001062,PAY001064,425,106
FEE001063,PAY001065,210,53
FEE001064,PAY001066,750,188
FEE001065,PAY001067,211,53
FEE001066,PAY001068,418,104
FEE001067,PAY001069,266,67
FEE001068,PAY001070,823,206
FEE001069,PAY001071,922,230
FEE001070,PAY001072,510,128
FEE001071,PAY001073,273,68
FEE001072,PAY001074,312,78
FEE001073,PAY001075,596,149
FEE001074,PAY001076,343,86
FEE001075,PAY001077,537,134
FEE001076,PAY001078,612,153
FEE001077,PAY001079,539,135
FEE001078,PAY001080,847,212
FEE001079,PAY001081,419,105
FEE001080,PAY001082,406,101
FEE001081,PAY001083,867,217
FEE001082,PAY001084,787,197
FEE001083,PAY001085,444,111
FEE001084,PAY001086,954,239
FEE001085,PAY001087,927,232
FEE001086,PAY001088,946,236
FEE001087,PAY001089,523,131
FEE001088,PAY001090,519,130
FEE001089,PAY001091,210,52
FEE001090,PAY001092,605,151
FEE001091,PAY001093,25,6
FEE001092,PAY001094,674,168
FEE001093,PAY001095,792,198
FEE001094,PAY001096,808,202
FEE001095,PAY001097,751,188
FEE001096,PAY001098,92,23
FEE001097,PAY001099,894,224
FEE001098,PAY001100,135,34
FEE001099,PAY001101,821,205
FEE001100,PAY001102,779,195
FEE001101,PAY001103,443,111
FEE001102,PAY001104,742,185
FEE001103,PAY001105,380,95
FEE001104,PAY001106,822,206
FEE001105,PAY001107,923,231
FEE001106,PAY001108,435,109
FEE001107,PAY001109,848,212
FEE001108,PAY001110,274,68
FEE001109,PAY001111,292,73
FEE001110,PAY001112,478,120
FEE001111,PAY001113,284,71
FEE001112,PAY001114,684,171
FEE001113,PAY001115,467,117
FEE001114,PAY001116,274,69
FEE001115,PAY001117,67,17
FEE001116,PAY001118,724,181
FEE001117,PAY001119,93,23
FEE001118,PAY001120,45,11
FEE001119,PAY001121,216,54
FEE001120,PAY001122,238,59
FEE001121,PAY001123,424,106
FEE001122,PAY001124,134,33
FEE001123,PAY001125,417,104
FEE001124,PAY001126,69,17
FEE001125,PAY001127,653,163
FEE001126,PAY001128,654,163
FEE001127,PAY001129,208,52
FEE001128,PAY001130,68,17
FEE001129,PAY001131,245,61
FEE001130,PAY001132,80,20
FEE001131,PAY001133,429,107
FEE001132,PAY001134,396,99
FEE001133,PAY001135,226,57
FEE001134,PAY001136,479,120
FEE001135,PAY001137,391,98
FEE001136,PAY001138,464,116
FEE001137,PAY001139,905,226
FEE001138,PAY001140,255,64
FEE001139,PAY001141,430,107
FEE001140,PAY001142,630,158
FEE001141,PAY001143,427,107
FEE001142,PAY001144,313,78
FEE001143,PAY001145,937,234
FEE001144,PAY001146,60,15
FEE001145,PAY001147,244,61
FEE001146,PAY001148,552,138
FEE001147,PAY001149,113,28
FEE001148,PAY001150,562,140
FEE001149,PAY001151,523,131
FEE001150,PAY001152,591,148
FEE001151,PAY001153,898,224
FEE001152,PAY001154,148,37
FEE001153,PAY001155,111,28
FEE001154,PAY001156,865,216
FEE001155,PAY001157,781,195
FEE001156,PAY001158,886,222
FEE001157,PAY001159,606,152
FEE001158,PAY001160,911,228
FEE001159,PAY001161,784,196
FEE001160,PAY001162,102,25
FEE001161,PAY001164,328,82
FEE001162,PAY001165,953,238
FEE001163,PAY001166,888,222
FEE001164,PAY001167,492,123
FEE001165,PAY001168,898,225
FEE001166,PAY001169,658,164
FEE001167,PAY001170,565,141
FEE001168,PAY001171,616,154
FEE001169,PAY001172,316,79
FEE001170,PAY001173,330,83
FEE001171,PAY001174,775,194
FEE001172,PAY001175,168,42
FEE001173,PAY001176,710,177
FEE001174,PAY001177,706,176
FEE001175,PAY001178,890,222
FEE001176,PAY001179,470,118
FEE001177,PAY001180,635,159
FEE001178,PAY001181,406,102
FEE001179,PAY001182,759,190
FEE001180,PAY001183,880,220
FEE001181,PAY001184,128,32
FEE001182,PAY001185,388,97
FEE001183,PAY001186,796,199
FEE001184,PAY001187,250,62
FEE001185,PAY001188,63,16
FEE001186,PAY001189,222,56
FEE001187,PAY001190,597,149
FEE001188,PAY001191,472,118
FEE001189,PAY001192,543,136
FEE001190,PAY001193,945,236
FEE001191,PAY001194,590,147
FEE001192,PAY001195,915,229
FEE001193,PAY001196,586,146
FEE001194,PAY001197,370,93
FEE001195,PAY001198,905,226
FEE001196,PAY001199,908,227
FEE001197,PAY001200,902,225
FEE001198,PAY001201,156,39
FEE001199,PAY001202,350,88
FEE001200,PAY001203,799,200
FEE001201,PAY001204,177,44
FEE001202,PAY001205,869,217
FEE001203,PAY001206,352,88
FEE001204,PAY001207,382,96
FEE001205,PAY001208,117,29
FEE001206,PAY001209,99,25
FEE001207,PAY001210,664,166
FEE001208,PAY001211,665,166
FEE001209,PAY001212,159,40
FEE001210,PAY001213,112,28
FEE001211,PAY001214,672,168
FEE001212,PAY001215,369,92
FEE001213,PAY001216,663,166
FEE001214,PAY001217,24,6
FEE001215,PAY001218,490,123
FEE001216,PAY001219,868,217
FEE001217,PAY001220,400,100
FEE001218,PAY001221,886,222
FEE001219,PAY001222,849,212
FEE001220,PAY001223,53,13
FEE001221,PAY001224,103,26
FEE001222,PAY001225,609,152
FEE001223,PAY001226,463,116
FEE001224,PAY001227,877,219
FEE001225,PAY001228,325,81
FEE001226,PAY001229,45,11
FEE001227,PAY001230,870,218
FEE001228,PAY001231,148,37
FEE001229,PAY001232,159,40
FEE001230,PAY001233,286,71
FEE001231,PAY001234,917,229
FEE001232,PAY001235,299,75
FEE001233,PAY001236,178,45
FEE001234,PAY001237,745,186
FEE001235,PAY001238,849,212
FEE001236,PAY001239,126,31
FEE001237,PAY001240,644,161
FEE001238,PAY001241,706,176
FEE001239,PAY001242,69,17
FEE001240,PAY001243,415,104
FEE001241,PAY001244,715,179
FEE001242,PAY001245,727,182
FEE001243,PAY001246,274,68
FEE001244,PAY001247,898,225
FEE001245,PAY001248,590,147
FEE001246,PAY001249,89,22
FEE001247,PAY001250,656,164
FEE001248,PAY001251,797,199
FEE001249,PAY001252,447,112
FEE001250,PAY001253,561,140
FEE001251,PAY001254,787,197
FEE001252,PAY001255,819,205
FEE001253,PAY001256,274,69
FEE001254,PAY001257,62,16
FEE001255,PAY001258,630,158
FEE001256,PAY001259,407,102
FEE001257,PAY001260,744,186
FEE001258,PAY001261,661,165
FEE001259,PAY001262,386,96
FEE001260,PAY001263,780,195
FEE001261,PAY001264,27,7
FEE001262,PAY001265,681,170
FEE001263,PAY001266,933,233
FEE001264,PAY001267,752,188
FEE001265,PAY001268,408,102
FEE001266,PAY001269,232,58
FEE001267,PAY001270,628,157
FEE001268,PAY001271,506,126
FEE001269,PAY001272,113,28
FEE001270,PAY001273,374,93
FEE001271,PAY001274,126,32
FEE001272,PAY001275,904,226
FEE001273,PAY001276,630,157
FEE001274,PAY001277,752,188
FEE001275,PAY001278,459,115
FEE001276,PAY001279,780,195
FEE001277,PAY001280,370,93
FEE001278,PAY001281,509,127
FEE001279,PAY001282,717,179
FEE001280,PAY001283,503,126
FEE001281,PAY001284,620,155
FEE001282,PAY001285,121,30
FEE001283,PAY001286,288,72
FEE001284,PAY001287,914,229
FEE001285,PAY001288,602,150
FEE001286,PAY001289,49,12
FEE001287,PAY001290,469,117
FEE001288,PAY001291,933,233
FEE001289,PAY001292,764,191
FEE001290,PAY001293,317,79
FEE001291,PAY001294,393,98
FEE001292,PAY001295,394,98
FEE001293,PAY001296,173,43
FEE001294,PAY001297,505,126
FEE001295,PAY001298,214,53
FEE001296,PAY001299,179,45
FEE001297,PAY001300,620,155
FEE001298,PAY001301,736,184
FEE001299,PAY001302,400,100
FEE001300,PAY001303,599,150
FEE001301,PAY001304,203,51
FEE001302,PAY001305,829,207
FEE001303,PAY001306,92,23
FEE001304,PAY001307,384,96
FEE001305,PAY001308,135,34
FEE001306,PAY001309,811,203
FEE001307,PAY001310,958,240
FEE001308,PAY001311,393,98
FEE001309,PAY001312,135,34
FEE001310,PAY001313,576,144
FEE001311,PAY001314,804,201
FEE001312,PAY001315,709,177
FEE001313,PAY001316,557,139
FEE001314,PAY001317,626,156
FEE001315,PAY001318,520,130
FEE001316,PAY001319,418,105
FEE001317,PAY001320,23,6
FEE001318,PAY001321,893,223
FEE001319,PAY001322,922,230
FEE001320,PAY001323,666,167
FEE001321,PAY001324,761,190
FEE001322,PAY001325,177,44
FEE001323,PAY001326,233,58
FEE001324,PAY001327,929,232
FEE001325,PAY001328,854,213
FEE001326,PAY001329,714,179
FEE001327,PAY001330,260,65
FEE001328,PAY001331,434,109
FEE001329,PAY001332,922,231
FEE001330,PAY001333,37,9
FEE001331,PAY001334,234,58
FEE001332,PAY001335,752,188
FEE001333,PAY001336,120,30
FEE001334,PAY001337,926,231
FEE001335,PAY001338,419,105
FEE001336,PAY001339,207,52
FEE001337,PAY001340,123,31
FEE001338,PAY001341,655,164
FEE001339,PAY001342,885,221
FEE001340,PAY001343,352,88
FEE001341,PAY001344,182,46
FEE001342,PAY001345,481,120
FEE001343,PAY001346,676,169
FEE001344,PAY001347,110,27
FEE001345,PAY001348,389,97
FEE001346,PAY001349,149,37
FEE001347,PAY001350,792,198
FEE001348,PAY001351,518,129
FEE001349,PAY001352,432,108
FEE001350,PAY001353,493,123
FEE001351,PAY001354,667,167
FEE001352,PAY001355,602,150
FEE001353,PAY001356,111,28
FEE001354,PAY001357,904,226
FEE001355,PAY001358,883,221
FEE001356,PAY001359,931,233
FEE001357,PAY001360,281,70
FEE001358,PAY001361,577,144
FEE001359,PAY001362,864,216
FEE001360,PAY001363,550,138
FEE001361,PAY001364,616,154
FEE001362,PAY001365,196,49
FEE001363,PAY001366,55,14
FEE001364,PAY001367,835,209
FEE001365,PAY001368,285,71
FEE001366,PAY001369,728,182
FEE001367,PAY001370,176,44
FEE001368,PAY001371,67,17
FEE001369,PAY001372,235,59
FEE001370,PAY001373,659,165
FEE001371,PAY001374,918,230
FEE001372,PAY001375,225,56
FEE001373,PAY001376,515,129
FEE001374,PAY001377,57,14
FEE001375,PAY001378,785,196
FEE001376,PAY001379,581,145
FEE001377,PAY001380,887,222
FEE001378,PAY001381,922,230
FEE001379,PAY001382,726,181
FEE001380,PAY001383,572,143
FEE001381,PAY001384,515,129
FEE001382,PAY001385,151,38
FEE001383,PAY001386,895,224
FEE001384,PAY001387,591,148
FEE001385,PAY001388,82,21
FEE001386,PAY001389,141,35
FEE001387,PAY001390,378,95
FEE001388,PAY001391,475,119
FEE001389,PAY001392,413,103
FEE001390,PAY001393,547,137
FEE001391,PAY001394,843,211
FEE001392,PAY001395,632,158
FEE001393,PAY001396,842,210
FEE001394,PAY001397,217,54
FEE001395,PAY001398,104,26
FEE001396,PAY001399,867,217
FEE001397,PAY001400,272,68
FEE001398,PAY001401,592,148
FEE001399,PAY001402,199,50
FEE001400,PAY001403,75,19
FEE001401,PAY001404,130,32
FEE001402,PAY001405,553,138
FEE001403,PAY001406,204,51
FEE001404,PAY001407,781,195
FEE001405,PAY001408,138,35
FEE001406,PAY001409,531,133
FEE001407,PAY001410,160,40
FEE001408,PAY001411,793,198
FEE001409,PAY001412,575,144
FEE001410,PAY001413,210,52
FEE001411,PAY001414,814,204
FEE001412,PAY001415,900,225
FEE001413,PAY001416,918,230
FEE001414,PAY001417,104,26
FEE001415,PAY001418,104,26
FEE001416,PAY001419,329,82
FEE001417,PAY001420,865,216
FEE001418,PAY001421,664,166
FEE001419,PAY001422,152,38
FEE001420,PAY001423,809,202
FEE001421,PAY001424,56,14
FEE001422,PAY001425,860,215
FEE001423,PAY001426,128,32
FEE001424,PAY001427,919,230
FEE001425,PAY001428,195,49
FEE001426,PAY001429,280,70
FEE001427,PAY001430,768,192
FEE001428,PAY001431,626,157
FEE001429,PAY001432,582,146
FEE001430,PAY001433,243,61
FEE001431,PAY001434,590,148
FEE001432,PAY001435,955,239
FEE001433,PAY001436,585,146
FEE001434,PAY001437,391,98
FEE001435,PAY001438,211,53
FEE001436,PAY001439,504,126
FEE001437,PAY001440,635,159
FEE001438,PAY001441,949,237
FEE001439,PAY001442,750,188
FEE001440,PAY001443,815,204
FEE001441,PAY001445,193,48
FEE001442,PAY001446,361,90
FEE001443,PAY001447,436,109
FEE001444,PAY001448,431,108
FEE001445,PAY001449,584,146
FEE001446,PAY001450,591,148
FEE001447,PAY001451,218,55
FEE001448,PAY001452,215,54
FEE001449,PAY001453,945,236
FEE001450,PAY001454,487,122
FEE001451,PAY001455,167,42
FEE001452,PAY001456,287,72
FEE001453,PAY001457,378,94
FEE001454,PAY001458,25,6
FEE001455,PAY001459,121,30
FEE001456,PAY001460,54,14
FEE001457,PAY001461,159,40
FEE001458,PAY001462,948,237
FEE001459,PAY001463,28,7
FEE001460,PAY001464,766,192
FEE001461,PAY001465,93,23
FEE001462,PAY001466,354,89
FEE001463,PAY001467,293,73
FEE001464,PAY001468,663,166
FEE001465,PAY001469,146,36
FEE001466,PAY001470,529,132
FEE001467,PAY001471,574,143
FEE001468,PAY001472,578,145
FEE001469,PAY001473,869,217
FEE001470,PAY001474,868,217
FEE001471,PAY001475,646,162
FEE001472,PAY001476,706,176
FEE001473,PAY001477,79,20
FEE001474,PAY001478,629,157
FEE001475,PAY001479,788,197
FEE001476,PAY001480,627,157
FEE001477,PAY001481,943,236
FEE001478,PAY001482,367,92
FEE001479,PAY001483,812,203
FEE001480,PAY001484,28,7
FEE001481,PAY001485,623,156
FEE001482,PAY001486,828,207
FEE001483,PAY001487,135,34
FEE001484,PAY001488,932,233
FEE001485,PAY001489,210,53
FEE001486,PAY001490,627,157
FEE001487,PAY001491,220,55
FEE001488,PAY001492,609,152
FEE001489,PAY001493,533,133
FEE001490,PAY001494,670,167
FEE001491,PAY001495,544,136
FEE001492,PAY001496,100,25
FEE001493,PAY001497,371,93
FEE001494,PAY001498,836,209
FEE001495,PAY001499,47,12
FEE001496,PAY001500,324,81
FEE001497,PAY001501,957,239
FEE001498,PAY001502,532,133
FEE001499,PAY001503,232,58
FEE001500,PAY001504,189,47
FEE001501,PAY001505,565,141
FEE001502,PAY001506,750,187
FEE001503,PAY001507,228,57
FEE001504,PAY001508,169,42
FEE001505,PAY001509,466,117
FEE001506,PAY001510,925,231
FEE001507,PAY001511,594,148
FEE001508,PAY001512,819,205
FEE001509,PAY001513,239,60
FEE001510,PAY001514,403,101
FEE001511,PAY001515,150,38
FEE001512,PAY001516,285,71
FEE001513,PAY001517,641,160
FEE001514,PAY001518,508,127
FEE001515,PAY001519,342,85
FEE001516,PAY001520,201,50
FEE001517,PAY001521,697,174
FEE001518,PAY001522,33,8
FEE001519,PAY001523,433,108
FEE001520,PAY001524,69,17
FEE001521,PAY001525,96,24
FEE001522,PAY001526,912,228
FEE001523,PAY001527,30,8
FEE001524,PAY001528,605,151
FEE001525,PAY001529,870,218
FEE001526,PAY001530,724,181
FEE001527,PAY001531,691,173
FEE001528,PAY001532,230,57
FEE001529,PAY001533,418,105
FEE001530,PAY001534,509,127
FEE001531,PAY001535,873,218
FEE001532,PAY001536,27,7
FEE001533,PAY001537,393,98
FEE001534,PAY001538,701,175
FEE001535,PAY001539,272,68
FEE001536,PAY001540,953,238
FEE001537,PAY001541,577,144
FEE001538,PAY001542,504,126
FEE001539,PAY001543,786,196
FEE001540,PAY001544,662,165
FEE001541,PAY001545,187,47
FEE001542,PAY001546,693,173
FEE001543,PAY001547,63,16
FEE001544,PAY001548,176,44
FEE001545,PAY001549,769,192
FEE001546,PAY001550,511,128
FEE001547,PAY001551,206,52
FEE001548,PAY001552,420,105
FEE001549,PAY001553,661,165
FEE001550,PAY001554,567,142
FEE001551,PAY001555,515,129
FEE001552,PAY001556,682,170
FEE001553,PAY001557,446,112
FEE001554,PAY001558,464,116
FEE001555,PAY001559,867,217
FEE001556,PAY001560,182,46
FEE001557,PAY001561,730,183
FEE001558,PAY001562,679,170
FEE001559,PAY001563,380,95
FEE001560,PAY001564,719,180
FEE001561,PAY001565,50,13
FEE001562,PAY001566,712,178
FEE001563,PAY001567,150,38
FEE001564,PAY001568,137,34
FEE001565,PAY001569,446,112
FEE001566,PAY001570,207,52
FEE001567,PAY001571,179,45
FEE001568,PAY001572,681,170
FEE001569,PAY001573,629,157
FEE001570,PAY001574,850,213
FEE001571,PAY001575,747,187
FEE001572,PAY001576,605,151
FEE001573,PAY001577,207,52
FEE001574,PAY001578,575,144
FEE001575,PAY001579,629,157
FEE001576,PAY001580,239,60
FEE001577,PAY001581,518,130
FEE001578,PAY001582,689,172
FEE001579,PAY001583,538,135
FEE001580,PAY001584,296,74
FEE001581,PAY001585,948,237
FEE001582,PAY001586,623,156
FEE001583,PAY001587,195,49
FEE001584,PAY001588,240,60
FEE001585,PAY001589,725,181
FEE001586,PAY001590,900,225
FEE001587,PAY001591,513,128
FEE001588,PAY001592,934,233
FEE001589,PAY001593,273,68
FEE001590,PAY001594,912,228
FEE001591,PAY001595,824,206
FEE001592,PAY001596,496,124
FEE001593,PAY001597,229,57
FEE001594,PAY001598,668,167
FEE001595,PAY001599,188,47
FEE001596,PAY001600,319,80
FEE001597,PAY001601,50,13
FEE001598,PAY001602,615,154
FEE001599,PAY001603,443,111
FEE001600,PAY001604,699,175
FEE001601,PAY001605,314,79
FEE001602,PAY001606,534,133
FEE001603,PAY001607,316,79
FEE001604,PAY001608,278,70
FEE001605,PAY001609,586,147
FEE001606,PAY001610,344,86
FEE001607,PAY001611,701,175
FEE001608,PAY001612,840,210
FEE001609,PAY001613,64,16
FEE001610,PAY001614,599,150
FEE001611,PAY001615,908,227
FEE001612,PAY001616,829,207
FEE001613,PAY001617,628,157
FEE001614,PAY001618,906,226
FEE001615,PAY001619,162,40
FEE001616,PAY001620,185,46
FEE001617,PAY001621,834,208
FEE001618,PAY001622,99,25
FEE001619,PAY001623,729,182
FEE001620,PAY001624,469,117
FEE001621,PAY001625,685,171
FEE001622,PAY001626,276,69
FEE001623,PAY001627,468,117
FEE001624,PAY001628,762,190
FEE001625,PAY001629,233,58
FEE001626,PAY001630,857,214
FEE001627,PAY001631,455,114
FEE001628,PAY001632,29,7
FEE001629,PAY001633,171,43
FEE001630,PAY001634,59,15
FEE001631,PAY001635,248,62
FEE001632,PAY001636,48,12
FEE001633,PAY001637,200,50
FEE001634,PAY001638,420,105
FEE001635,PAY001639,711,178
